marca,sku,cat,producto,combinado,url
Tornirap,1201130O7034483,Ferretería,Tornillo Extrapla. K-Lath Pta Broca 8 x 1 - 100 und,Tornirap Ferretería Tornillo Extrapla. K-Lath Pta Broca 8 x 1 - 100 und,https://s3.amazonaws.com/co-prod-shared-images/2344846c-fe97-4fb4-a0f5-41422cdf022e
Torofil,10050018Y021332,Quimicos,Torofil Impermeabilizante Galón 4 kg,Torofil Quimicos Torofil Impermeabilizante Galón 4 kg,https://s3.amazonaws.com/co-prod-shared-images/24804380-1d23-47c6-bdc1-ebc26e843e86
Torofil,10050018Y021331,Quimicos,Torofil Impermeabilizante 1 kg,Torofil Quimicos Torofil Impermeabilizante 1 kg,https://s3.amazonaws.com/co-prod-shared-images/a77db023-7d30-4580-a36c-a15b51e390f0
Torofil,10050018Y021333,Quimicos,Torofil Impermeabilizante Cuñete 20 kg,Torofil Quimicos Torofil Impermeabilizante Cuñete 20 kg,https://s3.amazonaws.com/co-prod-shared-images/5aedb55d-4b75-426f-82a2-661a025f92ed
Total,1607010B8022553,"Aseo, Baños y Cocinas","Rejilla De Piso Con Sosco 3X2""","Total Aseo, Baños y Cocinas Rejilla De Piso Con Sosco 3X2""",https://s3.amazonaws.com/co-prod-shared-images/af333ffd-f8f4-471e-80c8-c4ba9275ed11
Total,1610001B8022555,"Aseo, Baños y Cocinas","Acople de 40 cm Sanitario 1/2"" X 3/4""","Total Aseo, Baños y Cocinas Acople de 40 cm Sanitario 1/2"" X 3/4""",https://s3.amazonaws.com/co-prod-shared-images/d7307c47-d03f-463e-b4d3-d75e00466305
Total,1610001B8022554,"Aseo, Baños y Cocinas","Acople de 40 cm Lavamanos 1/2"" X 1/2""","Total Aseo, Baños y Cocinas Acople de 40 cm Lavamanos 1/2"" X 1/2""",https://s3.amazonaws.com/co-prod-shared-images/1880f135-ee9f-47f3-b7c5-781f81ecbbf8
Total,2601800B8022541,"Aseo, Baños y Cocinas",Juego Accesorios Baño 6  Piezas,"Total Aseo, Baños y Cocinas Juego Accesorios Baño 6  Piezas",https://s3.amazonaws.com/co-prod-shared-images/318f48b6-c0fa-421e-82ce-5cd0dbe46fa9
Truper,25012405M010800,Herramientas,"Llave de nariz para jardín, 1/2"" en blister","Truper Herramientas Llave de nariz para jardín, 1/2"" en blister",https://s3.amazonaws.com/co-prod-shared-images/02a9cb7e-841d-4d44-933a-609dce06721e
Tuboplus,1602001O9029404,Plomería,Codo 90º de 25 mm,Tuboplus Plomería Codo 90º de 25 mm,https://s3.amazonaws.com/mx-prod-shared-images/b4206ca8-2db7-4cb9-8b93-9cbb1671efa7
Tuboplus,1601300O9029398,Plomería,Tubo clase 16 PPR 25 mm x 4 m,Tuboplus Plomería Tubo clase 16 PPR 25 mm x 4 m,https://s3.amazonaws.com/mx-prod-shared-images/be0a85ae-baca-4230-b4ac-84dcfb09c74e
Tuboplus,1602001O9029454,Plomería,"Conector Macho 20 mm x 1/2""","Tuboplus Plomería Conector Macho 20 mm x 1/2""",https://s3.amazonaws.com/mx-prod-shared-images/d3cd03ed-3b23-4124-8f80-352fbf15edfd
Tuboplus,1601300O9029397,Plomería,Tubo clase 16 PPR 20 mm x 4 m,Tuboplus Plomería Tubo clase 16 PPR 20 mm x 4 m,https://s3.amazonaws.com/mx-prod-shared-images/af7d3180-8aae-43a7-81ff-ee7564c18f60
Tuboplus,1601300O9029399,Plomería,Tubo clase 16 PPR 32 mm x 4 m,Tuboplus Plomería Tubo clase 16 PPR 32 mm x 4 m,https://s3.amazonaws.com/mx-prod-shared-images/3d96e2bc-518c-4c99-8bd9-5675cfe9ea58
Tuboplus,1602001O9029451,Plomería,"Conector Hembra 25 mm x 3/4""","Tuboplus Plomería Conector Hembra 25 mm x 3/4""",https://s3.amazonaws.com/mx-prod-shared-images/a4bf88ca-635e-4486-bcf3-c38b4778b337
Tuboplus,1602001O9029475,Plomería,Juego de Llaves para Regadera 20 mm,Tuboplus Plomería Juego de Llaves para Regadera 20 mm,https://s3.amazonaws.com/mx-prod-shared-images/413a3ef9-98d7-4f87-b54b-54e59c033cee
Tubos del Oriente,1601100H6026929,Plomería,"Tubo Sanitario Liviano 3 "" - 6m","Tubos del Oriente Plomería Tubo Sanitario Liviano 3 "" - 6m",https://s3.amazonaws.com/co-prod-shared-images/66dd2882-04e8-4915-9d77-60fcfc5c494b
Tubos del Oriente,1601100H6026928,Plomería,"Tubo Sanitario Liviano 2 "" - 6m","Tubos del Oriente Plomería Tubo Sanitario Liviano 2 "" - 6m",https://s3.amazonaws.com/co-prod-shared-images/741cc9ea-7b1f-4849-a759-a01610c9617d
Tubos del Oriente,1601100H6026930,Plomería,"Tubo Sanitario Liviano  4 "" - 6m","Tubos del Oriente Plomería Tubo Sanitario Liviano  4 "" - 6m",https://s3.amazonaws.com/co-prod-shared-images/e9580038-cf5e-4861-a01e-9678fd484f37
Tubosa,16021406G015607,Plomería,Tee Sanitaria 2'',Tubosa Plomería Tee Sanitaria 2'',https://s3.amazonaws.com/co-prod-shared-images/4e4eac57-011d-45be-89be-4e3a3192f585
Tubosa,16020806G015584,Plomería,"Buje Presión Soldado 3/4"" x 1/2""","Tubosa Plomería Buje Presión Soldado 3/4"" x 1/2""",https://s3.amazonaws.com/co-prod-shared-images/6d5a10aa-48e1-4db1-8c9d-fffd94d7e6c1
Tubosa,16020306G015586,Plomería,Codo presion 45° 1/2'',Tubosa Plomería Codo presion 45° 1/2'',https://s3.amazonaws.com/co-prod-shared-images/2bb74cfc-5a14-4357-a8ca-856cf3f6937b
Tubosa,17020016G007156,Plomería,"Tubo Conduit 1/2"" - 3 m","Tubosa Plomería Tubo Conduit 1/2"" - 3 m",https://s3.amazonaws.com/co-prod-shared-images/e8bb3911-3062-431a-ab3e-b6b2dbbb41ea
Tubosa,16020806G015585,Plomería,"Buje Presión Soldado 1"" x 1/2""","Tubosa Plomería Buje Presión Soldado 1"" x 1/2""",https://s3.amazonaws.com/co-prod-shared-images/8d30e93c-6420-4cfe-b915-f1881d798916
Tubosa,16021806G015803,Plomería,"Buje Sanitario 3"" x 1.1/2""","Tubosa Plomería Buje Sanitario 3"" x 1.1/2""",https://s3.amazonaws.com/co-prod-shared-images/b03a07fe-9009-44b7-b85a-2844d16bf9f4
Unifer,2601800P1029487,"Aseo, Baños y Cocinas",Desague Lavamanos Push Tap. Grande sin Reboce,"Unifer Aseo, Baños y Cocinas Desague Lavamanos Push Tap. Grande sin Reboce",https://s3.amazonaws.com/co-prod-shared-images/f37e190a-2004-4e8f-8485-72b5ef4a37cf
Unifer,2602001P1029490,"Aseo, Baños y Cocinas",Llave Lavaplatos Pared Flexible Plastica,"Unifer Aseo, Baños y Cocinas Llave Lavaplatos Pared Flexible Plastica",https://s3.amazonaws.com/co-prod-shared-images/ffd03f11-1f3c-4033-8e1d-710a89e6a3e9
Unifer,2602010P1029481,"Aseo, Baños y Cocinas",Desague Sencillo Plastico Blanco,"Unifer Aseo, Baños y Cocinas Desague Sencillo Plastico Blanco",https://s3.amazonaws.com/co-prod-shared-images/678c5c37-690f-4fea-9180-c7505f4d63f1
Unifer,2602001P1029494,"Aseo, Baños y Cocinas",Llave Lavaplatos Meson Flexible Metalica,"Unifer Aseo, Baños y Cocinas Llave Lavaplatos Meson Flexible Metalica",https://s3.amazonaws.com/co-prod-shared-images/2edb3f35-362d-48df-b3b4-1f5784870591
Unifer,2602001P1029489,"Aseo, Baños y Cocinas",Llave Lavaplatos Meson Flexible Plastica,"Unifer Aseo, Baños y Cocinas Llave Lavaplatos Meson Flexible Plastica",https://s3.amazonaws.com/co-prod-shared-images/5e0f71e5-585c-4817-9774-1c27d4cc6018
Unifer,2601510P1029496,"Aseo, Baños y Cocinas",Llave Lavamanos Pomo Cruceta Plastica,"Unifer Aseo, Baños y Cocinas Llave Lavamanos Pomo Cruceta Plastica",https://s3.amazonaws.com/co-prod-shared-images/e76633fb-c762-4a93-b881-737b2366c0da
Unifer,2601510P1029497,"Aseo, Baños y Cocinas",Llave Lavamanos Palanca Plastica,"Unifer Aseo, Baños y Cocinas Llave Lavamanos Palanca Plastica",https://s3.amazonaws.com/co-prod-shared-images/25a7a558-fb37-4bbe-b1c8-835f7dea2355
Veker,12011104U017581,Ferretería,"Tornillo Cabeza Plana Phillips 8 x 1"" 1/2"" Ne (B-100)","Veker Ferretería Tornillo Cabeza Plana Phillips 8 x 1"" 1/2"" Ne (B-100)",https://s3.amazonaws.com/mx-prod-shared-images/c8de60d1-beb5-4d79-848b-01abb63d661f
Veker,12011104U017583,Ferretería,"Tornillo Cabeza Plana Phillips 8 x 2"" Ne (B-100)","Veker Ferretería Tornillo Cabeza Plana Phillips 8 x 2"" Ne (B-100)",https://s3.amazonaws.com/mx-prod-shared-images/d86533e5-6548-490f-a994-ad6c05b5d959
WD-40,120600179028481,Ferretería,Aceite Multiusos Aerosol 3 oz,WD-40 Ferretería Aceite Multiusos Aerosol 3 oz,https://s3.amazonaws.com/mx-prod-shared-images/6982ba94-5ef9-4c77-a0ef-c539d9eb9573
WD-40,120600179028482,Ferretería,Aceite Multiusos Aerosol 5.5 oz,WD-40 Ferretería Aceite Multiusos Aerosol 5.5 oz,https://s3.amazonaws.com/mx-prod-shared-images/6652fd8e-870d-4d39-8fa5-066f43533324
WD-40,120600179028483,Ferretería,Aceite Multiusos Aerosol 8 oz,WD-40 Ferretería Aceite Multiusos Aerosol 8 oz,https://s3.amazonaws.com/mx-prod-shared-images/d16285f1-89b5-473a-b7eb-7f7f2ccda071
WRK Work,1802001TI073239,EPP,(Sh) Guante Nylon Poliuretano T9,WRK Work EPP (Sh) Guante Nylon Poliuretano T9,https://s3.amazonaws.com/co-prod-shared-images/77924208-394c-4233-8ba5-055a72a2d87e
WRK Work,1802001TI073243,EPP,(Sh) Guante Anticorte Nivel 5 Talla 9,WRK Work EPP (Sh) Guante Anticorte Nivel 5 Talla 9,https://s3.amazonaws.com/co-prod-shared-images/0738d88e-1a0d-47b0-8dcc-37aa95c0f57b
WRK Work,1802001TI073236,EPP,(Sh) Guante Carnaza Sencillo Paquete x 5,WRK Work EPP (Sh) Guante Carnaza Sencillo Paquete x 5,https://s3.amazonaws.com/co-prod-shared-images/ecd16ed2-ddde-43d4-8671-37bceb7c0adb
WRK Work,1802001TI073240,EPP,(Sh) Guante Nylon Poliuretano T8,WRK Work EPP (Sh) Guante Nylon Poliuretano T8,https://s3.amazonaws.com/co-prod-shared-images/029e7c33-c734-486e-a0c1-db7fb936b7b6
WRK Work,1802001TI073242,EPP,(Sh) Guante Nylon Recubierto Nitrilo T8,WRK Work EPP (Sh) Guante Nylon Recubierto Nitrilo T8,https://s3.amazonaws.com/co-prod-shared-images/c45fecb3-4d2d-495d-8f58-59028b20779c
Yesos y Caolines del Caribe,11022007J009211,Quimicos-Polvos,Ecoyeso x 25 kg,Yesos y Caolines del Caribe Quimicos-Polvos Ecoyeso x 25 kg,https://s3.amazonaws.com/co-prod-shared-images/d9487919-2ea4-47f4-8c31-dfabb661191d
